pointId,easting,northing,elevation,surveyedAt
P00809,481958.59,5731518.05,9.260,2026-03-02T21:29:00.0000000+00:00
P00810,497789.51,5771597.44,80.408,2026-03-02T21:30:00.0000000+00:00
P00811,471336.23,5733553.53,75.864,2026-03-02T21:31:00.0000000+00:00
P00812,439277.48,5739716.75,14.977,2026-03-02T21:32:00.0000000+00:00
P00813,463806.72,5743925.82,21.425,2026-03-02T21:33:00.0000000+00:00
P00814,476813.57,5785921.48,11.443,2026-03-02T21:34:00.0000000+00:00
P00815,463868.91,5755667.73,87.511,2026-03-02T21:35:00.0000000+00:00
P00816,465537.49,5705875.08,52.986,2026-03-02T21:36:00.0000000+00:00
P00817,478084.49,5775388.23,57.672,2026-03-02T21:37:00.0000000+00:00
P00818,443080.06,5743387.33,37.380,2026-03-02T21:38:00.0000000+00:00
P00819,482096.15,5727851.29,60.321,2026-03-02T21:39:00.0000000+00:00
P00820,454914.22,5710459.89,80.925,2026-03-02T21:40:00.0000000+00:00
P00821,430755.65,5751348.88,9.668,2026-03-02T21:41:00.0000000+00:00
P00822,491905.54,5713587.45,3.744,2026-03-02T21:42:00.0000000+00:00
P00823,467149.53,5793192.18,4.066,2026-03-02T21:43:00.0000000+00:00
P00824,400942.30,5750414.17,82.821,2026-03-02T21:44:00.0000000+00:00
P00825,423310.36,5782256.73,48.360,2026-03-02T21:45:00.0000000+00:00
P00826,488237.88,5760157.82,83.983,2026-03-02T21:46:00.0000000+00:00
P00827,415892.54,5796319.76,37.864,2026-03-02T21:47:00.0000000+00:00
P00828,424507.36,5711077.53,55.142,2026-03-02T21:48:00.0000000+00:00
P00829,438969.36,5717154.03,79.590,2026-03-02T21:49:00.0000000+00:00
P00830,442159.13,5774272.69,58.735,2026-03-02T21:50:00.0000000+00:00
P00831,484589.18,5700860.77,51.154,2026-03-02T21:51:00.0000000+00:00
P00832,414253.84,5760375.94,2.510,2026-03-02T21:52:00.0000000+00:00
P00833,410302.24,5788297.63,83.545,2026-03-02T21:53:00.0000000+00:00
P00834,471107.69,5774567.68,31.177,2026-03-02T21:54:00.0000000+00:00
P00835,418872.84,5700579.01,36.796,2026-03-02T21:55:00.0000000+00:00
P00836,424030.46,5789283.22,82.236,2026-03-02T21:56:00.0000000+00:00
P00837,485631.46,5779875.95,35.775,2026-03-02T21:57:00.0000000+00:00
P00838,453854.44,5733446.66,84.638,2026-03-02T21:58:00.0000000+00:00
P00839,470788.78,5720115.19,88.953,2026-03-02T21:59:00.0000000+00:00
P00840,499005.16,5783446.83,52.725,2026-03-02T22:00:00.0000000+00:00
P00841,414873.13,5743679.80,63.560,2026-03-02T22:01:00.0000000+00:00
P00842,461740.87,5732447.64,70.461,2026-03-02T22:02:00.0000000+00:00
P00843,474711.75,5730684.96,12.906,2026-03-02T22:03:00.0000000+00:00
P00844,484335.52,5790864.36,27.624,2026-03-02T22:04:00.0000000+00:00
P00845,459544.04,5748672.93,21.753,2026-03-02T22:05:00.0000000+00:00
P00846,440195.02,5788257.07,72.260,2026-03-02T22:06:00.0000000+00:00
P00847,433895.73,5773222.77,3.059,2026-03-02T22:07:00.0000000+00:00
P00848,431433.06,5799947.73,40.225,2026-03-02T22:08:00.0000000+00:00
P00849,464687.02,5702388.92,88.059,2026-03-02T22:09:00.0000000+00:00
P00850,481726.78,5782899.81,19.665,2026-03-02T22:10:00.0000000+00:00
P00851,407387.67,5763816.57,22.757,2026-03-02T22:11:00.0000000+00:00
P00852,457861.67,5794732.04,56.410,2026-03-02T22:12:00.0000000+00:00
P00853,417441.06,5748353.84,4.241,2026-03-02T22:13:00.0000000+00:00
P00854,462470.85,5759371.26,26.217,2026-03-02T22:14:00.0000000+00:00
P00855,473002.47,5703809.82,23.025,2026-03-02T22:15:00.0000000+00:00
P00856,443104.52,5751968.06,62.365,2026-03-02T22:16:00.0000000+00:00
P00857,442162.74,5781672.24,14.775,2026-03-02T22:17:00.0000000+00:00
P00858,427840.60,5738916.61,67.917,2026-03-02T22:18:00.0000000+00:00
P00859,457592.96,5772910.58,16.356,2026-03-02T22:19:00.0000000+00:00
P00860,407141.81,5738604.42,75.770,2026-03-02T22:20:00.0000000+00:00
P00861,471927.75,5741869.92,55.104,2026-03-02T22:21:00.0000000+00:00
P00862,489066.10,5736949.11,38.308,2026-03-02T22:22:00.0000000+00:00
P00863,442477.38,5769413.81,88.692,2026-03-02T22:23:00.0000000+00:00
P00864,482811.11,5772070.12,22.287,2026-03-02T22:24:00.0000000+00:00
P00865,429663.84,5733843.16,89.887,2026-03-02T22:25:00.0000000+00:00
P00866,497954.00,5790321.04,47.405,2026-03-02T22:26:00.0000000+00:00
P00867,435676.35,5798429.28,65.646,2026-03-02T22:27:00.0000000+00:00
P00868,454845.45,5754116.42,14.805,2026-03-02T22:28:00.0000000+00:00
P00869,466209.25,5783030.69,53.724,2026-03-02T22:29:00.0000000+00:00
P00870,404978.59,5750829.13,56.772,2026-03-02T22:30:00.0000000+00:00
P00871,476619.72,5711164.48,12.426,2026-03-02T22:31:00.0000000+00:00
P00872,440566.37,5785976.28,41.625,2026-03-02T22:32:00.0000000+00:00
P00873,470788.54,5739360.07,51.789,2026-03-02T22:33:00.0000000+00:00
P00874,474600.87,5768081.53,45.742,2026-03-02T22:34:00.0000000+00:00
P00875,405680.28,5740796.17,89.923,2026-03-02T22:35:00.0000000+00:00
P00876,489754.22,5773188.21,46.995,2026-03-02T22:36:00.0000000+00:00
P00877,453445.06,5731958.11,1.784,2026-03-02T22:37:00.0000000+00:00
P00878,494554.37,5779166.20,88.049,2026-03-02T22:38:00.0000000+00:00
P00879,433044.97,5702742.71,34.748,2026-03-02T22:39:00.0000000+00:00
P00880,409140.23,5722584.36,38.852,2026-03-02T22:40:00.0000000+00:00
P00881,401853.22,5738206.93,35.236,2026-03-02T22:41:00.0000000+00:00
P00882,489387.49,5702523.39,48.505,2026-03-02T22:42:00.0000000+00:00
P00883,446962.63,5786185.89,52.127,2026-03-02T22:43:00.0000000+00:00
P00884,495084.85,5729968.35,76.021,2026-03-02T22:44:00.0000000+00:00
P00885,489628.17,5783971.98,10.285,2026-03-02T22:45:00.0000000+00:00
P00886,476982.16,5764048.46,8.788,2026-03-02T22:46:00.0000000+00:00
P00887,440214.00,5798305.55,27.490,2026-03-02T22:47:00.0000000+00:00
P00888,402396.93,5743502.52,22.754,2026-03-02T22:48:00.0000000+00:00
P00889,488667.19,5764551.09,37.573,2026-03-02T22:49:00.0000000+00:00
P00890,455303.65,5737778.36,3.212,2026-03-02T22:50:00.0000000+00:00
P00891,439654.91,5737514.73,56.374,2026-03-02T22:51:00.0000000+00:00
P00892,486514.00,5753519.07,44.578,2026-03-02T22:52:00.0000000+00:00
P00893,414450.39,5754157.80,30.916,2026-03-02T22:53:00.0000000+00:00
P00894,458626.37,5792900.08,8.925,2026-03-02T22:54:00.0000000+00:00
P00895,463975.67,5774705.06,82.436,2026-03-02T22:55:00.0000000+00:00
P00896,441026.04,5796971.77,14.400,2026-03-02T22:56:00.0000000+00:00
P00897,411504.28,5730439.06,59.246,2026-03-02T22:57:00.0000000+00:00
P00898,421900.81,5770032.06,85.022,2026-03-02T22:58:00.0000000+00:00
P00899,403175.74,5732497.46,69.665,2026-03-02T22:59:00.0000000+00:00
P00900,428327.31,5781384.44,9.956,2026-03-02T23:00:00.0000000+00:00
P00901,462776.79,5708892.09,59.453,2026-03-02T23:01:00.0000000+00:00
P00902,460835.37,5723656.14,62.050,2026-03-02T23:02:00.0000000+00:00
P00903,461181.52,5771785.68,77.283,2026-03-02T23:03:00.0000000+00:00
P00904,422554.57,5771776.72,3.170,2026-03-02T23:04:00.0000000+00:00
P00905,411139.94,5726686.30,43.847,2026-03-02T23:05:00.0000000+00:00
P00906,458630.66,5718379.34,38.858,2026-03-02T23:06:00.0000000+00:00
P00907,415777.12,5714932.24,41.580,2026-03-02T23:07:00.0000000+00:00
P00908,478627.89,5704908.27,76.248,2026-03-02T23:08:00.0000000+00:00
P00909,494742.60,5744451.53,20.527,2026-03-02T23:09:00.0000000+00:00
P00910,423880.90,5776256.91,88.714,2026-03-02T23:10:00.0000000+00:00
P00911,418624.30,5788622.38,49.028,2026-03-02T23:11:00.0000000+00:00
P00912,486700.26,5709361.85,47.746,2026-03-02T23:12:00.0000000+00:00
P00913,413448.97,5711324.13,84.145,2026-03-02T23:13:00.0000000+00:00
P00914,412119.83,5709892.01,32.886,2026-03-02T23:14:00.0000000+00:00
P00915,440331.05,5744203.65,9.528,2026-03-02T23:15:00.0000000+00:00
P00916,409610.23,5713276.43,5.155,2026-03-02T23:16:00.0000000+00:00
P00917,469382.39,5733521.02,36.585,2026-03-02T23:17:00.0000000+00:00
P00918,415483.08,5707645.69,35.245,2026-03-02T23:18:00.0000000+00:00
P00919,441464.10,5796562.61,71.150,2026-03-02T23:19:00.0000000+00:00
P00920,461592.16,5794688.99,88.498,2026-03-02T23:20:00.0000000+00:00
P00921,458665.21,5715497.56,68.285,2026-03-02T23:21:00.0000000+00:00
P00922,461356.70,5791734.95,39.540,2026-03-02T23:22:00.0000000+00:00
P00923,480987.10,5743003.51,77.268,2026-03-02T23:23:00.0000000+00:00
P00924,481007.70,5766073.19,21.007,2026-03-02T23:24:00.0000000+00:00
P00925,456325.47,5744168.98,73.893,2026-03-02T23:25:00.0000000+00:00
P00926,420827.69,5741213.83,39.196,2026-03-02T23:26:00.0000000+00:00
P00927,443078.59,5732516.79,7.695,2026-03-02T23:27:00.0000000+00:00
P00928,432805.45,5765718.42,72.696,2026-03-02T23:28:00.0000000+00:00
P00929,472017.10,5730426.67,17.280,2026-03-02T23:29:00.0000000+00:00
P00930,483810.39,5796985.14,0.284,2026-03-02T23:30:00.0000000+00:00
P00931,484370.63,5788145.02,67.749,2026-03-02T23:31:00.0000000+00:00
P00932,412825.97,5766704.23,7.273,2026-03-02T23:32:00.0000000+00:00
P00933,494361.01,5762050.96,78.784,2026-03-02T23:33:00.0000000+00:00
P00934,435074.13,5767102.74,23.715,2026-03-02T23:34:00.0000000+00:00
P00935,458887.53,5750449.13,89.043,2026-03-02T23:35:00.0000000+00:00
P00936,422622.28,5758861.04,85.453,2026-03-02T23:36:00.0000000+00:00
P00937,481407.30,5770677.90,26.834,2026-03-02T23:37:00.0000000+00:00
P00938,402960.48,5702038.03,66.170,2026-03-02T23:38:00.0000000+00:00
P00939,465977.87,5752144.18,71.863,2026-03-02T23:39:00.0000000+00:00
P00940,461342.09,5736863.16,39.219,2026-03-02T23:40:00.0000000+00:00
P00941,424527.99,5797523.62,0.798,2026-03-02T23:41:00.0000000+00:00
P00942,468484.90,5707165.16,13.564,2026-03-02T23:42:00.0000000+00:00
P00943,407789.44,5784102.83,64.776,2026-03-02T23:43:00.0000000+00:00
P00944,469541.55,5779568.33,42.125,2026-03-02T23:44:00.0000000+00:00
P00945,452227.04,5748744.72,38.848,2026-03-02T23:45:00.0000000+00:00
P00946,408497.64,5786852.48,59.300,2026-03-02T23:46:00.0000000+00:00
P00947,485886.40,5747849.22,31.831,2026-03-02T23:47:00.0000000+00:00
P00948,409896.49,5772177.95,9.352,2026-03-02T23:48:00.0000000+00:00
P00949,402244.77,5738321.59,42.877,2026-03-02T23:49:00.0000000+00:00
P00950,442393.91,5752432.84,9.966,2026-03-02T23:50:00.0000000+00:00
P00951,431118.95,5747561.22,7.502,2026-03-02T23:51:00.0000000+00:00
P00952,469619.59,5778119.54,88.309,2026-03-02T23:52:00.0000000+00:00
P00953,429766.47,5721211.96,21.979,2026-03-02T23:53:00.0000000+00:00
P00954,440359.56,5793377.13,63.650,2026-03-02T23:54:00.0000000+00:00
P00955,446548.49,5717818.99,5.750,2026-03-02T23:55:00.0000000+00:00
P00956,477626.00,5730524.51,81.386,2026-03-02T23:56:00.0000000+00:00
P00957,435597.87,5741097.21,23.516,2026-03-02T23:57:00.0000000+00:00
P00958,457178.48,5779844.07,26.996,2026-03-02T23:58:00.0000000+00:00
P00959,466513.45,5767647.54,40.535,2026-03-02T23:59:00.0000000+00:00
P00960,403289.17,5725699.82,68.589,2026-03-03T00:00:00.0000000+00:00
P00961,432452.70,5752752.03,68.969,2026-03-03T00:01:00.0000000+00:00
P00962,400391.78,5756307.82,54.358,2026-03-03T00:02:00.0000000+00:00
P00963,456820.18,5730500.41,50.220,2026-03-03T00:03:00.0000000+00:00
P00964,485233.39,5719769.18,29.603,2026-03-03T00:04:00.0000000+00:00
P00965,407425.23,5756271.76,43.733,2026-03-03T00:05:00.0000000+00:00
P00966,412926.53,5711854.82,80.555,2026-03-03T00:06:00.0000000+00:00
P00967,498901.54,5771784.82,6.508,2026-03-03T00:07:00.0000000+00:00
P00968,443351.83,5785173.31,87.261,2026-03-03T00:08:00.0000000+00:00
P00969,423048.61,5761402.03,87.366,2026-03-03T00:09:00.0000000+00:00
P00970,439171.14,5737879.92,86.533,2026-03-03T00:10:00.0000000+00:00
P00971,440636.23,5730691.82,62.076,2026-03-03T00:11:00.0000000+00:00
P00972,424035.74,5728997.74,38.021,2026-03-03T00:12:00.0000000+00:00
P00973,450284.02,5732127.68,67.486,2026-03-03T00:13:00.0000000+00:00
P00974,475162.75,5725419.30,48.863,2026-03-03T00:14:00.0000000+00:00
P00975,411983.09,5755865.75,38.751,2026-03-03T00:15:00.0000000+00:00
P00976,417683.06,5758513.18,38.835,2026-03-03T00:16:00.0000000+00:00
P00977,420205.60,5714267.77,6.230,2026-03-03T00:17:00.0000000+00:00
P00978,497178.48,5718745.59,48.949,2026-03-03T00:18:00.0000000+00:00
P00979,404476.70,5739484.89,15.199,2026-03-03T00:19:00.0000000+00:00
P00980,427884.10,5769490.44,63.603,2026-03-03T00:20:00.0000000+00:00
P00981,451830.48,5731678.53,51.363,2026-03-03T00:21:00.0000000+00:00
P00982,443621.31,5759996.48,43.143,2026-03-03T00:22:00.0000000+00:00
P00983,434417.97,5767946.02,29.058,2026-03-03T00:23:00.0000000+00:00
P00984,467581.52,5755952.60,63.726,2026-03-03T00:24:00.0000000+00:00
P00985,435677.28,5789234.38,81.317,2026-03-03T00:25:00.0000000+00:00
P00986,414108.75,5789493.53,23.589,2026-03-03T00:26:00.0000000+00:00
P00987,491350.43,5790855.82,14.215,2026-03-03T00:27:00.0000000+00:00
P00988,434956.55,5721632.25,49.195,2026-03-03T00:28:00.0000000+00:00
P00989,452003.25,5777623.63,69.182,2026-03-03T00:29:00.0000000+00:00
P00990,404410.90,5778012.58,16.287,2026-03-03T00:30:00.0000000+00:00
P00991,447100.05,5741208.28,30.728,2026-03-03T00:31:00.0000000+00:00
P00992,424884.80,5772038.09,9.895,2026-03-03T00:32:00.0000000+00:00
P00993,414959.85,5737071.34,23.148,2026-03-03T00:33:00.0000000+00:00
P00994,451053.10,5773714.69,77.651,2026-03-03T00:34:00.0000000+00:00
P00995,454136.50,5799056.71,44.347,2026-03-03T00:35:00.0000000+00:00
P00996,480923.32,5725185.62,31.105,2026-03-03T00:36:00.0000000+00:00
P00997,480331.06,5721526.48,0.742,2026-03-03T00:37:00.0000000+00:00
P00998,447529.42,5714454.88,43.916,2026-03-03T00:38:00.0000000+00:00
P00999,481148.69,5764959.63,7.075,2026-03-03T00:39:00.0000000+00:00
P01000,455051.77,5718499.76,66.839,2026-03-03T00:40:00.0000000+00:00
P01001,473768.53,5731017.37,25.786,2026-03-03T00:41:00.0000000+00:00
P01002,464387.52,5749861.26,48.192,2026-03-03T00:42:00.0000000+00:00
P01003,493299.02,5710347.99,19.435,2026-03-03T00:43:00.0000000+00:00
P01004,450647.66,5701718.07,81.794,2026-03-03T00:44:00.0000000+00:00
P01005,469770.17,5724418.17,6.578,2026-03-03T00:45:00.0000000+00:00
P01006,492087.04,5732620.37,67.466,2026-03-03T00:46:00.0000000+00:00
P01007,443244.10,5714905.35,21.958,2026-03-03T00:47:00.0000000+00:00
P01008,441751.54,5715917.45,62.056,2026-03-03T00:48:00.0000000+00:00
P01009,497239.55,5755296.74,22.080,2026-03-03T00:49:00.0000000+00:00
P01010,482269.66,5763487.51,60.103,2026-03-03T00:50:00.0000000+00:00
P01011,454264.46,5745829.91,30.498,2026-03-03T00:51:00.0000000+00:00
P01012,486617.55,5727209.63,50.119,2026-03-03T00:52:00.0000000+00:00
P01013,428660.14,5742423.05,59.354,2026-03-03T00:53:00.0000000+00:00
P01014,463580.24,5747849.18,18.514,2026-03-03T00:54:00.0000000+00:00
P01015,402579.17,5778764.24,49.087,2026-03-03T00:55:00.0000000+00:00
P01016,483123.91,5742684.04,73.768,2026-03-03T00:56:00.0000000+00:00
P01017,450016.49,5720265.66,53.141,2026-03-03T00:57:00.0000000+00:00
P01018,478481.33,5799392.43,41.105,2026-03-03T00:58:00.0000000+00:00
P01019,465590.76,5700632.28,79.434,2026-03-03T00:59:00.0000000+00:00
P01020,462500.35,5726432.94,80.172,2026-03-03T01:00:00.0000000+00:00
P01021,471091.62,5700490.18,72.644,2026-03-03T01:01:00.0000000+00:00
P01022,469231.24,5733369.65,50.159,2026-03-03T01:02:00.0000000+00:00
P01023,415195.97,5764943.33,36.868,2026-03-03T01:03:00.0000000+00:00
P01024,452047.59,5770881.68,53.788,2026-03-03T01:04:00.0000000+00:00
P01025,408080.55,5703783.99,37.459,2026-03-03T01:05:00.0000000+00:00
P01026,450439.55,5760358.03,85.970,2026-03-03T01:06:00.0000000+00:00
P01027,413636.59,5752888.34,66.221,2026-03-03T01:07:00.0000000+00:00
P01028,477214.00,5720542.84,11.904,2026-03-03T01:08:00.0000000+00:00
P01029,478545.28,5795290.39,38.302,2026-03-03T01:09:00.0000000+00:00
P01030,446362.02,5702995.21,9.255,2026-03-03T01:10:00.0000000+00:00
P01031,460700.70,5782050.87,13.002,2026-03-03T01:11:00.0000000+00:00
P01032,455568.12,5702549.67,18.802,2026-03-03T01:12:00.0000000+00:00
P01033,433966.17,5785050.48,81.589,2026-03-03T01:13:00.0000000+00:00
P01034,458329.23,5742267.13,18.132,2026-03-03T01:14:00.0000000+00:00
P01035,450680.10,5713283.30,50.920,2026-03-03T01:15:00.0000000+00:00
P01036,494098.92,5749567.27,66.041,2026-03-03T01:16:00.0000000+00:00
P01037,440117.89,5784928.20,26.006,2026-03-03T01:17:00.0000000+00:00
P01038,487871.10,5708690.15,5.252,2026-03-03T01:18:00.0000000+00:00
P01039,445157.97,5711942.44,56.870,2026-03-03T01:19:00.0000000+00:00
P01040,483248.47,5749386.68,33.042,2026-03-03T01:20:00.0000000+00:00
P01041,486946.25,5755512.10,66.280,2026-03-03T01:21:00.0000000+00:00
P01042,430694.06,5742929.80,7.011,2026-03-03T01:22:00.0000000+00:00
P01043,474047.38,5794237.41,22.099,2026-03-03T01:23:00.0000000+00:00
P01044,404587.35,5705253.88,76.590,2026-03-03T01:24:00.0000000+00:00
P01045,480117.50,5728727.62,39.268,2026-03-03T01:25:00.0000000+00:00
P01046,454725.71,5753097.80,30.037,2026-03-03T01:26:00.0000000+00:00
P01047,445145.77,5736947.80,75.990,2026-03-03T01:27:00.0000000+00:00
P01048,482274.64,5789053.10,62.252,2026-03-03T01:28:00.0000000+00:00
P01049,492804.41,5721848.39,57.010,2026-03-03T01:29:00.0000000+00:00
P01050,498995.98,5740425.96,27.236,2026-03-03T01:30:00.0000000+00:00
P01051,499342.68,5762470.16,23.372,2026-03-03T01:31:00.0000000+00:00
P01052,448054.93,5704650.90,86.481,2026-03-03T01:32:00.0000000+00:00
P01053,473005.23,5751318.06,5.207,2026-03-03T01:33:00.0000000+00:00
P01054,469958.69,5780107.03,62.024,2026-03-03T01:34:00.0000000+00:00
P01055,405020.15,5707159.52,73.344,2026-03-03T01:35:00.0000000+00:00
P01056,463293.48,5747008.13,73.161,2026-03-03T01:36:00.0000000+00:00
P01057,436544.66,5738006.51,56.766,2026-03-03T01:37:00.0000000+00:00
P01058,420622.02,5745175.73,59.402,2026-03-03T01:38:00.0000000+00:00
P01059,449746.92,5793062.19,23.610,2026-03-03T01:39:00.0000000+00:00
P01060,443563.95,5798450.59,9.109,2026-03-03T01:40:00.0000000+00:00
P01061,430090.96,5711682.70,24.478,2026-03-03T01:41:00.0000000+00:00
P01062,401099.59,5742689.35,62.395,2026-03-03T01:42:00.0000000+00:00
P01063,482767.18,5706592.03,74.674,2026-03-03T01:43:00.0000000+00:00
P01064,457309.31,5748863.66,2.889,2026-03-03T01:44:00.0000000+00:00
P01065,441436.43,5722100.85,62.853,2026-03-03T01:45:00.0000000+00:00
P01066,417713.76,5755175.27,19.667,2026-03-03T01:46:00.0000000+00:00
P01067,464922.50,5775060.97,65.066,2026-03-03T01:47:00.0000000+00:00
P01068,497528.14,5723064.53,33.083,2026-03-03T01:48:00.0000000+00:00
P01069,454452.40,5713055.31,2.797,2026-03-03T01:49:00.0000000+00:00
P01070,462057.63,5793737.22,25.835,2026-03-03T01:50:00.0000000+00:00
P01071,425719.15,5790015.57,15.931,2026-03-03T01:51:00.0000000+00:00
P01072,484414.55,5796444.39,34.323,2026-03-03T01:52:00.0000000+00:00
P01073,492373.59,5758639.42,62.876,2026-03-03T01:53:00.0000000+00:00
P01074,465863.87,5706756.13,28.296,2026-03-03T01:54:00.0000000+00:00
P01075,472333.86,5773880.75,58.585,2026-03-03T01:55:00.0000000+00:00
P01076,472975.42,5721757.91,64.575,2026-03-03T01:56:00.0000000+00:00
P01077,416684.40,5797149.29,62.812,2026-03-03T01:57:00.0000000+00:00
P01078,411943.14,5701480.80,34.427,2026-03-03T01:58:00.0000000+00:00
P01079,421119.19,5793737.06,51.407,2026-03-03T01:59:00.0000000+00:00
P01080,476827.12,5783624.60,76.307,2026-03-03T02:00:00.0000000+00:00
P01081,419254.08,5790652.37,60.964,2026-03-03T02:01:00.0000000+00:00
P01082,410603.00,5788319.01,22.291,2026-03-03T02:02:00.0000000+00:00
P01083,490544.35,5718906.25,1.169,2026-03-03T02:03:00.0000000+00:00
P01084,428173.91,5748054.31,48.451,2026-03-03T02:04:00.0000000+00:00
P01085,464824.66,5785275.81,13.596,2026-03-03T02:05:00.0000000+00:00
P01086,473881.56,5755263.66,9.600,2026-03-03T02:06:00.0000000+00:00
P01087,490550.74,5747670.05,63.377,2026-03-03T02:07:00.0000000+00:00
P01088,454403.19,5794413.64,13.209,2026-03-03T02:08:00.0000000+00:00
P01089,421843.51,5710235.66,28.933,2026-03-03T02:09:00.0000000+00:00
P01090,482690.88,5754701.45,65.999,2026-03-03T02:10:00.0000000+00:00
P01091,411137.29,5786247.28,24.691,2026-03-03T02:11:00.0000000+00:00
P01092,473920.24,5725259.58,31.277,2026-03-03T02:12:00.0000000+00:00
P01093,469267.23,5721547.10,69.343,2026-03-03T02:13:00.0000000+00:00
P01094,450722.00,5751434.64,53.633,2026-03-03T02:14:00.0000000+00:00
P01095,449393.07,5724133.61,75.225,2026-03-03T02:15:00.0000000+00:00
P01096,405357.45,5701002.47,84.404,2026-03-03T02:16:00.0000000+00:00
P01097,451498.25,5792732.25,81.913,2026-03-03T02:17:00.0000000+00:00
P01098,495699.62,5716269.82,87.090,2026-03-03T02:18:00.0000000+00:00
P01099,471778.72,5711344.20,85.727,2026-03-03T02:19:00.0000000+00:00
P01100,448535.46,5770431.22,71.200,2026-03-03T02:20:00.0000000+00:00
P01101,445023.11,5740426.02,48.899,2026-03-03T02:21:00.0000000+00:00
P01102,426706.21,5729175.81,52.510,2026-03-03T02:22:00.0000000+00:00
P01103,441578.25,5709635.60,61.961,2026-03-03T02:23:00.0000000+00:00
P01104,447106.66,5709774.15,81.113,2026-03-03T02:24:00.0000000+00:00
P01105,411232.84,5750237.28,89.471,2026-03-03T02:25:00.0000000+00:00
P01106,470064.28,5746417.72,72.786,2026-03-03T02:26:00.0000000+00:00
P01107,450931.93,5709505.26,50.758,2026-03-03T02:27:00.0000000+00:00
P01108,479907.90,5713573.60,70.693,2026-03-03T02:28:00.0000000+00:00
P01109,463152.88,5778200.74,68.124,2026-03-03T02:29:00.0000000+00:00
P01110,410283.29,5721826.29,82.685,2026-03-03T02:30:00.0000000+00:00
P01111,439733.98,5722401.82,9.301,2026-03-03T02:31:00.0000000+00:00
P01112,404621.68,5745232.30,8.756,2026-03-03T02:32:00.0000000+00:00
P01113,486663.20,5711047.33,31.994,2026-03-03T02:33:00.0000000+00:00
P01114,497757.50,5706154.80,58.107,2026-03-03T02:34:00.0000000+00:00
P01115,468909.95,5752861.33,56.502,2026-03-03T02:35:00.0000000+00:00
P01116,456824.21,5701566.40,77.573,2026-03-03T02:36:00.0000000+00:00
P01117,453450.97,5779739.83,50.099,2026-03-03T02:37:00.0000000+00:00
P01118,424097.32,5779312.02,78.549,2026-03-03T02:38:00.0000000+00:00
P01119,401381.76,5794829.22,28.405,2026-03-03T02:39:00.0000000+00:00
P01120,462368.58,5733428.11,11.151,2026-03-03T02:40:00.0000000+00:00
P01121,477322.70,5706512.94,66.873,2026-03-03T02:41:00.0000000+00:00
P01122,474035.45,5734243.53,72.373,2026-03-03T02:42:00.0000000+00:00
P01123,419690.14,5795242.96,51.328,2026-03-03T02:43:00.0000000+00:00
P01124,431394.66,5708203.97,29.860,2026-03-03T02:44:00.0000000+00:00
P01125,455431.34,5790497.61,70.277,2026-03-03T02:45:00.0000000+00:00
P01126,423899.41,5784686.64,5.850,2026-03-03T02:46:00.0000000+00:00
P01127,403395.29,5758006.92,25.419,2026-03-03T02:47:00.0000000+00:00
P01128,420713.47,5795889.57,2.169,2026-03-03T02:48:00.0000000+00:00
P01129,445280.66,5702014.00,72.468,2026-03-03T02:49:00.0000000+00:00
P01130,406981.79,5738024.20,35.397,2026-03-03T02:50:00.0000000+00:00
P01131,496812.12,5767067.06,26.387,2026-03-03T02:51:00.0000000+00:00
P01132,452614.55,5708299.10,83.276,2026-03-03T02:52:00.0000000+00:00
P01133,474889.39,5737747.66,69.849,2026-03-03T02:53:00.0000000+00:00
P01134,490140.97,5731723.73,14.124,2026-03-03T02:54:00.0000000+00:00
P01135,425724.23,5761454.37,51.266,2026-03-03T02:55:00.0000000+00:00
P01136,447026.82,5789585.18,85.155,2026-03-03T02:56:00.0000000+00:00
P01137,474851.14,5717842.57,4.475,2026-03-03T02:57:00.0000000+00:00
P01138,408671.35,5773273.74,23.409,2026-03-03T02:58:00.0000000+00:00
P01139,409096.40,5702227.53,27.416,2026-03-03T02:59:00.0000000+00:00
P01140,408008.23,5797230.54,72.064,2026-03-03T03:00:00.0000000+00:00
P01141,477261.14,5797562.81,56.099,2026-03-03T03:01:00.0000000+00:00
P01142,438100.56,5744201.22,82.629,2026-03-03T03:02:00.0000000+00:00
P01143,467103.32,5792991.84,58.806,2026-03-03T03:03:00.0000000+00:00
P01144,439216.51,5797722.20,25.168,2026-03-03T03:04:00.0000000+00:00
P01145,424422.93,5752570.47,9.719,2026-03-03T03:05:00.0000000+00:00
P01146,418340.20,5733429.11,71.901,2026-03-03T03:06:00.0000000+00:00
P01147,450007.27,5771924.63,32.690,2026-03-03T03:07:00.0000000+00:00
P01148,496707.86,5749263.39,77.973,2026-03-03T03:08:00.0000000+00:00
P01149,448644.23,5758433.16,13.293,2026-03-03T03:09:00.0000000+00:00
P01150,408731.56,5786026.80,51.692,2026-03-03T03:10:00.0000000+00:00
P01151,457366.90,5746350.72,3.711,2026-03-03T03:11:00.0000000+00:00
P01152,429551.55,5753055.02,30.378,2026-03-03T03:12:00.0000000+00:00
P01153,408748.75,5715167.28,21.418,2026-03-03T03:13:00.0000000+00:00
P01154,467613.85,5707973.55,89.864,2026-03-03T03:14:00.0000000+00:00
P01155,413469.01,5704913.04,2.231,2026-03-03T03:15:00.0000000+00:00
P01156,404113.69,5769795.02,5.460,2026-03-03T03:16:00.0000000+00:00
P01157,422678.24,5783083.78,8.302,2026-03-03T03:17:00.0000000+00:00
